Name,Datetime,Longitude,Latitude,Protocol,Area,Group,Instrument,Angular Resolution,Pulse Rate,Light,Wind,Survey Control,Description,Open,Image,QSM
pace002,2018-06-14T00:00:00,-78.2749023,37.9230576,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"Deciduous, centered on large dead tree",contact:aes2aj@virginia.edu,,No
pace002,2018-06-21T00:00:00,-78.2749023,37.9230576,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"Deciduous, centered on large dead tree",contact:aes2aj@virginia.edu,,No
pace002,2018-07-05T00:00:00,-78.2749023,37.9230576,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"Deciduous, centered on large dead tree",contact:aes2aj@virginia.edu,,No
pace002,2018-07-19T00:00:00,-78.2749023,37.9230576,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"Deciduous, centered on large dead tree",contact:aes2aj@virginia.edu,,No
pace002,2018-08-16T00:00:00,-78.2749023,37.9230576,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"Deciduous, centered on large dead tree",contact:aes2aj@virginia.edu,,No
pace002,2018-09-07T00:00:00,-78.2749023,37.9230576,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"Deciduous, centered on large dead tree",contact:aes2aj@virginia.edu,,No
pace002,2018-10-08T00:00:00,-78.2749023,37.9230576,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"Deciduous, centered on large dead tree",contact:aes2aj@virginia.edu,,No
pace002,2018-10-15T00:00:00,-78.2749023,37.9230576,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"Deciduous, centered on large dead tree",contact:aes2aj@virginia.edu,,No
pace002,2018-10-19T00:00:00,-78.2749023,37.9230576,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"Deciduous, centered on large dead tree",contact:aes2aj@virginia.edu,,No
pace002,2018-10-22T00:00:00,-78.2749023,37.9230576,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"Deciduous, centered on large dead tree",contact:aes2aj@virginia.edu,,No
pace002,2018-10-25T00:00:00,-78.2749023,37.9230576,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"Deciduous, centered on large dead tree",contact:aes2aj@virginia.edu,,No
pace002,2018-10-29T00:00:00,-78.2749023,37.9230576,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"Deciduous, centered on large dead tree",contact:aes2aj@virginia.edu,,No
pace002,2018-11-01T00:00:00,-78.2749023,37.9230576,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"Deciduous, centered on large dead tree",contact:aes2aj@virginia.edu,,No
pace002,2018-11-07T00:00:00,-78.2749023,37.9230576,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"Deciduous, centered on large dead tree",contact:aes2aj@virginia.edu,,No
pace002,2018-11-14T00:00:00,-78.2749023,37.9230576,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"Deciduous, centered on large dead tree",contact:aes2aj@virginia.edu,,No
pace002,2018-11-20T00:00:00,-78.2749023,37.9230576,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"Deciduous, centered on large dead tree",contact:aes2aj@virginia.edu,,No
pace003,2018-04-12T00:00:00,-78.2745819,37.9233742,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"deciduous, mid canopy height",contact:aes2aj@virginia.edu,,No
pace003,2018-04-17T00:00:00,-78.2745819,37.9233742,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"deciduous, mid canopy height",contact:aes2aj@virginia.edu,,No
pace003,2018-04-19T00:00:00,-78.2745819,37.9233742,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"deciduous, mid canopy height",contact:aes2aj@virginia.edu,,No
pace003,2018-04-23T00:00:00,-78.2745819,37.9233742,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"deciduous, mid canopy height",contact:aes2aj@virginia.edu,,No
pace003,2018-04-26T00:00:00,-78.2745819,37.9233742,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"deciduous, mid canopy height",contact:aes2aj@virginia.edu,,No
pace003,2018-04-30T00:00:00,-78.2745819,37.9233742,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"deciduous, mid canopy height",contact:aes2aj@virginia.edu,,No
pace003,2018-05-03T00:00:00,-78.2745819,37.9233742,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"deciduous, mid canopy height",contact:aes2aj@virginia.edu,,No
pace003,2018-05-07T00:00:00,-78.2745819,37.9233742,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"deciduous, mid canopy height",contact:aes2aj@virginia.edu,,No
pace003,2018-05-10T00:00:00,-78.2745819,37.9233742,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"deciduous, mid canopy height",contact:aes2aj@virginia.edu,,No
pace003,2018-05-14T00:00:00,-78.2745819,37.9233742,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"deciduous, mid canopy height",contact:aes2aj@virginia.edu,,No
pace003,2018-05-17T00:00:00,-78.2745819,37.9233742,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"deciduous, mid canopy height",contact:aes2aj@virginia.edu,,No
pace003,2018-05-21T00:00:00,-78.2745819,37.9233742,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"deciduous, mid canopy height",contact:aes2aj@virginia.edu,,No
pace003,2018-05-24T00:00:00,-78.2745819,37.9233742,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"deciduous, mid canopy height",contact:aes2aj@virginia.edu,,No
pace003,2018-05-28T00:00:00,-78.2745819,37.9233742,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"deciduous, mid canopy height",contact:aes2aj@virginia.edu,,No
pace003,2018-06-01T00:00:00,-78.2745819,37.9233742,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"deciduous, mid canopy height",contact:aes2aj@virginia.edu,,No
pace003,2018-06-07T00:00:00,-78.2745819,37.9233742,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"deciduous, mid canopy height",contact:aes2aj@virginia.edu,,No
pace003,2018-06-14T00:00:00,-78.2745819,37.9233742,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"deciduous, mid canopy height",contact:aes2aj@virginia.edu,,No
pace003,2018-06-21T00:00:00,-78.2745819,37.9233742,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"deciduous, mid canopy height",contact:aes2aj@virginia.edu,,No
pace003,2018-07-05T00:00:00,-78.2745819,37.9233742,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"deciduous, mid canopy height",contact:aes2aj@virginia.edu,,No
pace003,2018-07-19T00:00:00,-78.2745819,37.9233742,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"deciduous, mid canopy height",contact:aes2aj@virginia.edu,,No
pace003,2018-08-16T00:00:00,-78.2745819,37.9233742,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"deciduous, mid canopy height",contact:aes2aj@virginia.edu,,No
pace003,2018-09-07T00:00:00,-78.2745819,37.9233742,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"deciduous, mid canopy height",contact:aes2aj@virginia.edu,,No
pace003,2018-10-08T00:00:00,-78.2745819,37.9233742,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"deciduous, mid canopy height",contact:aes2aj@virginia.edu,,No
pace003,2018-10-15T00:00:00,-78.2745819,37.9233742,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"deciduous, mid canopy height",contact:aes2aj@virginia.edu,,No
pace003,2018-10-19T00:00:00,-78.2745819,37.9233742,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"deciduous, mid canopy height",contact:aes2aj@virginia.edu,,No
pace003,2018-10-22T00:00:00,-78.2745819,37.9233742,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"deciduous, mid canopy height",contact:aes2aj@virginia.edu,,No
pace003,2018-10-25T00:00:00,-78.2745819,37.9233742,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"deciduous, mid canopy height",contact:aes2aj@virginia.edu,,No
pace003,2018-10-29T00:00:00,-78.2745819,37.9233742,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"deciduous, mid canopy height",contact:aes2aj@virginia.edu,,No
pace003,2018-11-01T00:00:00,-78.2745819,37.9233742,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"deciduous, mid canopy height",contact:aes2aj@virginia.edu,,No
pace003,2018-11-07T00:00:00,-78.2745819,37.9233742,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"deciduous, mid canopy height",contact:aes2aj@virginia.edu,,No
pace003,2018-11-14T00:00:00,-78.2745819,37.9233742,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"deciduous, mid canopy height",contact:aes2aj@virginia.edu,,No
pace003,2018-11-20T00:00:00,-78.2745819,37.9233742,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"deciduous, mid canopy height",contact:aes2aj@virginia.edu,,No
pace004,2018-04-05T00:00:00,-78.2739639,37.923027,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,flux tower and SIF sensor plot,contact:aes2aj@virginia.edu,,No
pace004,2018-04-12T00:00:00,-78.2739639,37.923027,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,flux tower and SIF sensor plot,contact:aes2aj@virginia.edu,,No
pace004,2018-04-17T00:00:00,-78.2739639,37.923027,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,flux tower and SIF sensor plot,contact:aes2aj@virginia.edu,,No
pace004,2018-04-19T00:00:00,-78.2739639,37.923027,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,flux tower and SIF sensor plot,contact:aes2aj@virginia.edu,,No
pace004,2018-04-23T00:00:00,-78.2739639,37.923027,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,flux tower and SIF sensor plot,contact:aes2aj@virginia.edu,,No
pace004,2018-04-26T00:00:00,-78.2739639,37.923027,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,flux tower and SIF sensor plot,contact:aes2aj@virginia.edu,,No
pace004,2018-04-30T00:00:00,-78.2739639,37.923027,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,flux tower and SIF sensor plot,contact:aes2aj@virginia.edu,,No
pace004,2018-05-03T00:00:00,-78.2739639,37.923027,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,flux tower and SIF sensor plot,contact:aes2aj@virginia.edu,,No
pace004,2018-05-07T00:00:00,-78.2739639,37.923027,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,flux tower and SIF sensor plot,contact:aes2aj@virginia.edu,,No
pace004,2018-05-10T00:00:00,-78.2739639,37.923027,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,flux tower and SIF sensor plot,contact:aes2aj@virginia.edu,,No
pace004,2018-05-14T00:00:00,-78.2739639,37.923027,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,flux tower and SIF sensor plot,contact:aes2aj@virginia.edu,,No
pace004,2018-05-17T00:00:00,-78.2739639,37.923027,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,flux tower and SIF sensor plot,contact:aes2aj@virginia.edu,,No
pace004,2018-05-21T00:00:00,-78.2739639,37.923027,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,flux tower and SIF sensor plot,contact:aes2aj@virginia.edu,,No
pace004,2018-05-24T00:00:00,-78.2739639,37.923027,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,flux tower and SIF sensor plot,contact:aes2aj@virginia.edu,,No
pace004,2018-05-28T00:00:00,-78.2739639,37.923027,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,flux tower and SIF sensor plot,contact:aes2aj@virginia.edu,,No
pace004,2018-06-01T00:00:00,-78.2739639,37.923027,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,flux tower and SIF sensor plot,contact:aes2aj@virginia.edu,,No
pace004,2018-06-07T00:00:00,-78.2739639,37.923027,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,flux tower and SIF sensor plot,contact:aes2aj@virginia.edu,,No
pace004,2018-06-14T00:00:00,-78.2739639,37.923027,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,flux tower and SIF sensor plot,contact:aes2aj@virginia.edu,,No
pace004,2018-06-21T00:00:00,-78.2739639,37.923027,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,flux tower and SIF sensor plot,contact:aes2aj@virginia.edu,,No
pace004,2018-07-05T00:00:00,-78.2739639,37.923027,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,flux tower and SIF sensor plot,contact:aes2aj@virginia.edu,,No
pace004,2018-07-19T00:00:00,-78.2739639,37.923027,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,flux tower and SIF sensor plot,contact:aes2aj@virginia.edu,,No
pace004,2018-08-16T00:00:00,-78.2739639,37.923027,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,flux tower and SIF sensor plot,contact:aes2aj@virginia.edu,,No
pace004,2018-09-07T00:00:00,-78.2739639,37.923027,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,flux tower and SIF sensor plot,contact:aes2aj@virginia.edu,,No
pace004,2018-10-08T00:00:00,-78.2739639,37.923027,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,flux tower and SIF sensor plot,contact:aes2aj@virginia.edu,,No
pace004,2018-10-12T00:00:00,-78.2739639,37.923027,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,flux tower and SIF sensor plot,contact:aes2aj@virginia.edu,,No
pace004,2018-10-15T00:00:00,-78.2739639,37.923027,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,flux tower and SIF sensor plot,contact:aes2aj@virginia.edu,,No
pace004,2018-10-19T00:00:00,-78.2739639,37.923027,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,flux tower and SIF sensor plot,contact:aes2aj@virginia.edu,,No
pace004,2018-10-22T00:00:00,-78.2739639,37.923027,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,flux tower and SIF sensor plot,contact:aes2aj@virginia.edu,,No
pace004,2018-10-25T00:00:00,-78.2739639,37.923027,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,flux tower and SIF sensor plot,contact:aes2aj@virginia.edu,,No
pace004,2018-10-29T00:00:00,-78.2739639,37.923027,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,flux tower and SIF sensor plot,contact:aes2aj@virginia.edu,,No
pace004,2018-11-01T00:00:00,-78.2739639,37.923027,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,flux tower and SIF sensor plot,contact:aes2aj@virginia.edu,,No
pace004,2018-11-07T00:00:00,-78.2739639,37.923027,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,flux tower and SIF sensor plot,contact:aes2aj@virginia.edu,,No
pace004,2018-11-14T00:00:00,-78.2739639,37.923027,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,flux tower and SIF sensor plot,contact:aes2aj@virginia.edu,,No
pace004,2018-11-20T00:00:00,-78.2739639,37.923027,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,flux tower and SIF sensor plot,contact:aes2aj@virginia.edu,,No
pace005,2018-04-05T00:00:00,-78.2739182,37.9233246,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"deciduous, mid canopy height",contact:aes2aj@virginia.edu,,No
pace005,2018-04-12T00:00:00,-78.2739182,37.9233246,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"deciduous, mid canopy height",contact:aes2aj@virginia.edu,,No
pace005,2018-04-17T00:00:00,-78.2739182,37.9233246,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"deciduous, mid canopy height",contact:aes2aj@virginia.edu,,No
pace005,2018-04-19T00:00:00,-78.2739182,37.9233246,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"deciduous, mid canopy height",contact:aes2aj@virginia.edu,,No
pace005,2018-04-23T00:00:00,-78.2739182,37.9233246,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"deciduous, mid canopy height",contact:aes2aj@virginia.edu,,No
pace005,2018-04-26T00:00:00,-78.2739182,37.9233246,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"deciduous, mid canopy height",contact:aes2aj@virginia.edu,,No
pace005,2018-04-30T00:00:00,-78.2739182,37.9233246,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"deciduous, mid canopy height",contact:aes2aj@virginia.edu,,No
pace005,2018-05-03T00:00:00,-78.2739182,37.9233246,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"deciduous, mid canopy height",contact:aes2aj@virginia.edu,,No
pace005,2018-05-07T00:00:00,-78.2739182,37.9233246,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"deciduous, mid canopy height",contact:aes2aj@virginia.edu,,No
pace005,2018-05-10T00:00:00,-78.2739182,37.9233246,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"deciduous, mid canopy height",contact:aes2aj@virginia.edu,,No
pace005,2018-05-14T00:00:00,-78.2739182,37.9233246,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"deciduous, mid canopy height",contact:aes2aj@virginia.edu,,No
pace005,2018-05-17T00:00:00,-78.2739182,37.9233246,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"deciduous, mid canopy height",contact:aes2aj@virginia.edu,,No
pace005,2018-05-21T00:00:00,-78.2739182,37.9233246,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"deciduous, mid canopy height",contact:aes2aj@virginia.edu,,No
pace005,2018-05-24T00:00:00,-78.2739182,37.9233246,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"deciduous, mid canopy height",contact:aes2aj@virginia.edu,,No
pace005,2018-05-28T00:00:00,-78.2739182,37.9233246,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"deciduous, mid canopy height",contact:aes2aj@virginia.edu,,No
pace005,2018-06-01T00:00:00,-78.2739182,37.9233246,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"deciduous, mid canopy height",contact:aes2aj@virginia.edu,,No
pace005,2018-06-07T00:00:00,-78.2739182,37.9233246,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"deciduous, mid canopy height",contact:aes2aj@virginia.edu,,No
pace005,2018-06-14T00:00:00,-78.2739182,37.9233246,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"deciduous, mid canopy height",contact:aes2aj@virginia.edu,,No
pace005,2018-06-21T00:00:00,-78.2739182,37.9233246,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"deciduous, mid canopy height",contact:aes2aj@virginia.edu,,No
pace005,2018-07-05T00:00:00,-78.2739182,37.9233246,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"deciduous, mid canopy height",contact:aes2aj@virginia.edu,,No
pace005,2018-07-19T00:00:00,-78.2739182,37.9233246,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"deciduous, mid canopy height",contact:aes2aj@virginia.edu,,No
pace005,2018-08-16T00:00:00,-78.2739182,37.9233246,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"deciduous, mid canopy height",contact:aes2aj@virginia.edu,,No
pace005,2018-09-07T00:00:00,-78.2739182,37.9233246,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"deciduous, mid canopy height",contact:aes2aj@virginia.edu,,No
pace005,2018-10-08T00:00:00,-78.2739182,37.9233246,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"deciduous, mid canopy height",contact:aes2aj@virginia.edu,,No
pace005,2018-10-15T00:00:00,-78.2739182,37.9233246,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"deciduous, mid canopy height",contact:aes2aj@virginia.edu,,No
pace005,2018-10-19T00:00:00,-78.2739182,37.9233246,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"deciduous, mid canopy height",contact:aes2aj@virginia.edu,,No
pace005,2018-10-22T00:00:00,-78.2739182,37.9233246,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"deciduous, mid canopy height",contact:aes2aj@virginia.edu,,No
pace005,2018-10-25T00:00:00,-78.2739182,37.9233246,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"deciduous, mid canopy height",contact:aes2aj@virginia.edu,,No
pace005,2018-10-29T00:00:00,-78.2739182,37.9233246,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"deciduous, mid canopy height",contact:aes2aj@virginia.edu,,No
pace005,2018-11-01T00:00:00,-78.2739182,37.9233246,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"deciduous, mid canopy height",contact:aes2aj@virginia.edu,,No
pace005,2018-11-07T00:00:00,-78.2739182,37.9233246,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"deciduous, mid canopy height",contact:aes2aj@virginia.edu,,No
pace005,2018-11-14T00:00:00,-78.2739182,37.9233246,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"deciduous, mid canopy height",contact:aes2aj@virginia.edu,,No
pace005,2018-11-20T00:00:00,-78.2739182,37.9233246,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"deciduous, mid canopy height",contact:aes2aj@virginia.edu,,No
pace006,2018-04-05T00:00:00,-78.2728424,37.9230728,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"low canopy height, poplar",contact:aes2aj@virginia.edu,,No
pace006,2018-04-12T00:00:00,-78.2728424,37.9230728,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"low canopy height, poplar",contact:aes2aj@virginia.edu,,No
pace006,2018-04-17T00:00:00,-78.2728424,37.9230728,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"low canopy height, poplar",contact:aes2aj@virginia.edu,,No
pace006,2018-04-19T00:00:00,-78.2728424,37.9230728,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"low canopy height, poplar",contact:aes2aj@virginia.edu,,No
pace006,2018-04-23T00:00:00,-78.2728424,37.9230728,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"low canopy height, poplar",contact:aes2aj@virginia.edu,,No
pace006,2018-04-26T00:00:00,-78.2728424,37.9230728,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"low canopy height, poplar",contact:aes2aj@virginia.edu,,No
pace006,2018-04-30T00:00:00,-78.2728424,37.9230728,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"low canopy height, poplar",contact:aes2aj@virginia.edu,,No
pace006,2018-05-03T00:00:00,-78.2728424,37.9230728,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"low canopy height, poplar",contact:aes2aj@virginia.edu,,No
pace006,2018-05-07T00:00:00,-78.2728424,37.9230728,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"low canopy height, poplar",contact:aes2aj@virginia.edu,,No
pace006,2018-05-10T00:00:00,-78.2728424,37.9230728,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"low canopy height, poplar",contact:aes2aj@virginia.edu,,No
pace006,2018-05-14T00:00:00,-78.2728424,37.9230728,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"low canopy height, poplar",contact:aes2aj@virginia.edu,,No
pace006,2018-05-17T00:00:00,-78.2728424,37.9230728,centre_only,0.00,University of Virginia,FARO Focus 3D S 120,0.044,244,unknown,unknown,single_target,"low canopy height, poplar",contact:aes2aj@virginia.edu,,No
